GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
286336	9	131258078	131281920	47	10	485804	-1.3257	0.90754	FAM78A
84814	9	131289682	131309262	59	6	486205	-0.61787	0.73167	PPAPDC3
84726	9	131430090	131500191	141	12	486687	-0.29855	0.61736	PRRC2B
10585	9	131502895	131523806	75	6	487192	-0.88703	0.81247	POMT1
83549	9	131523796	131531275	17	5	486337	-0.21026	0.58327	UCK1
642515	9	131549603	131559199	50	8	485594	-0.53706	0.70439	LOC642515
2889	9	131576770	131739944	346	26	487123	1.23	0.10935	RAPGEF1
9442	9	131860110	132079887	278	25	486703	-0.12385	0.54928	MED27
84628	9	132161652	132244534	184	32	486050	1.2405	0.1074	NTNG2
23064	9	132261440	132356726	341	16	485521	0.33368	0.36931	SETX
7270	9	132375548	132406871	60	10	486300	0.72827	0.23322	TTF1
389799	9	132410043	132573319	431	64	487077	1.6873	0.045774	C9orf171
56751	9	132582606	132590253	12	5	487133	2.7247	0.0032182	BARHL1
64794	9	132592997	132670401	141	20	487190	0.19148	0.42407	DDX31
9329	9	132670035	132690084	60	8	487170	0.025036	0.49001	GTF3C4
158067	9	132725574	132878811	368	32	487022	1.3838	0.083205	AK8
11092	9	132878895	132890034	9	4	487343	0.92642	0.17711	C9orf9
7248	9	132891348	132945370	107	16	487024	1.3519	0.088199	TSC1
8328	9	132945545	132993434	163	41	486621	0.90547	0.18261	GFI1B
9328	9	133030675	133058503	44	5	486617	0.38805	0.34899	GTF3C5
100996574	9	133058029	133061567	8	3	485707	0.65949	0.25479	LOC100996574
1056	9	133061978	133071863	2	1	483224	0.74974	0.2267	CEL
5900	9	133097720	133149220	118	17	486421	-0.16155	0.56417	RALGDS
26301	9	133152948	133163945	33	10	485684	-0.16484	0.56547	GBGT1
101928193	9	133189786	133192966	3	2	486378	1.3922	0.081928	LOC101928193
29989	9	133205279	133253397	193	25	486075	1.5841	0.056586	OBP2B
28	9	133255176	133275214	150	13	417675	0.76706	0.22152	ABO
6838	9	133330707	133336210	9	3	486504	0.53426	0.29658	SURF6
6837	9	133340901	133348156	17	7	485697	0.88507	0.18806	MED22
6130	9	133348214	133351425	7	1	486486	-0.099503	0.53963	RPL7A
6834	9	133351805	133356485	7	2	486567	-0.69854	0.75758	SURF1
6835	9	133356545	133361165	11	3	486412	0.88163	0.18899	SURF2
6836	9	133361449	133377949	29	7	486173	-0.050641	0.52019	SURF4
169436	9	133376413	133406096	83	6	476667	-0.087421	0.53483	STKLD1
57109	9	133406058	133418172	48	5	469647	0.032464	0.48705	REXO4
11093	9	133414339	133459403	122	18	470200	0.90877	0.18174	ADAMTS13
11094	9	133459965	133470787	26	9	486032	1.4472	0.073914	CACFD1
11182	9	133471094	133479154	22	8	486490	0.25089	0.40095	SLC2A6
389827	9	133514586	133528606	33	10	485406	-0.14576	0.55794	TMEM8C
9719	9	133532164	133575519	127	18	480233	1.8104	0.035115	ADAMTSL2
642968	9	133577076	133609920	124	21	486167	-1.0467	0.85239	FAM163B
1621	9	133636363	133659344	112	25	486343	-1.2042	0.88574	DBH
1757	9	133661740	133739955	245	33	486352	-0.54923	0.70858	SARDH
7410	9	133761894	133992374	907	90	484549	0.046837	0.48132	VAV2
8019	9	134030305	134068533	108	16	486562	0.83825	0.20095	BRD3
11091	9	134135679	134159972	157	13	484169	1.4012	0.080576	WDR5
6256	9	134326463	134440586	337	29	484043	-0.41273	0.6601	RXRA
1289	9	134641786	134844843	845	76	485513	-0.31565	0.62386	COL5A1
2220	9	134864156	134889286	123	22	486562	-0.94321	0.82721	FCN2
2219	9	134909585	134917960	22	4	486203	2.6248	0.0043349	FCN1
10439	9	135075243	135121184	183	35	486269	-0.079609	0.53173	OLFM1
157927	9	135343249	135346562	11	3	484570	-0.12796	0.55091	C9orf62
9858	9	135479699	135488894	25	6	485525	-0.53032	0.70206	PPP1R26
138162	9	135495180	135501832	21	4	486205	0.66756	0.25221	C9orf116
51116	9	135499986	135504673	18	6	485838	1.2228	0.11071	MRPS2
3933	9	135521297	135526540	23	7	485923	1.4098	0.079306	LCN1
29991	9	135546139	135549969	24	5	484956	1.2597	0.10389	OBP2A
5047	9	135561754	135566776	14	4	484215	0.42186	0.33656	PAEP
102723971	9	135614222	135619893	27	7	486979	-0.53009	0.70198	LOC102723971
360203	9	135623656	135641216	71	13	487041	0.05899	0.47648	GLT6D1
392399	9	135663322	135666769	7	3	485480	2.0399	0.020679	LCN9
402381	9	135693407	135701316	42	8	485099	2.3106	0.010428	SOHLH1
57582	9	135702185	135793147	308	37	484764	-0.38194	0.64875	KCNT1
157922	9	135808487	135907251	131	20	486186	0.90275	0.18333	CAMSAP1
10422	9	135932969	135961380	88	13	485733	0.56325	0.28663	UBAC1
138151	9	136006537	136095285	298	50	476783	2.1523	0.015689	NACC2
90120	9	136110220	136118885	24	8	480301	0.58231	0.28018	C9orf69
8022	9	136196250	136205109	19	6	486388	-0.37505	0.64619	LHX3
169714	9	136206333	136245841	101	17	485445	0.99101	0.16084	QSOX2
101928722	9	136252193	136266525	73	13	484678	0.91442	0.18025	LOC101928722
399693	9	136266538	136306901	26	5	484986	0.35637	0.36078	MGC50722
26086	9	136327476	136359605	108	21	482302	-1.4128	0.92114	GPSM1
728489	9	136361900	136363811	10	6	486453	-1.5529	0.93978	DNLZ
64170	9	136363956	136373681	29	9	486659	-0.99963	0.84126	CARD9
6621	9	136375571	136400208	84	13	486811	-0.54452	0.70696	SNAPC4
10807	9	136401922	136410602	42	9	485860	-0.62798	0.73499	SDCCAG3
23203	9	136410573	136423761	45	9	486665	-0.55897	0.71191	PMPCA
56623	9	136428615	136439859	42	8	486236	0.51917	0.30182	INPP5E
9919	9	136440096	136484549	117	20	486233	1.0023	0.15809	SEC16A
158055	9	136483495	136486067	5	3	487209	1.3	0.096806	C9orf163
4851	9	136494444	136545786	158	33	486128	2.635	0.0042071	NOTCH1
51162	9	136658856	136672678	32	6	485657	0.052138	0.47921	EGFL7
10555	9	136673143	136687459	29	10	485911	0.16013	0.43639	AGPAT2
138311	9	136712572	136724718	41	10	485973	0.042134	0.4832	FAM69B
414332	9	136738167	136742959	11	2	486567	-1.0037	0.84223	LCN10
158062	9	136744017	136748528	7	3	486486	0.24447	0.40343	LCN6
138307	9	136754388	136758279	19	5	485805	0.11168	0.45554	LCN8
389812	9	136759634	136770114	26	3	486172	-0.056685	0.5226	LCN15
85014	9	136791325	136793317	5	2	487133	0.24977	0.40138	TMEM141
84960	9	136796338	136807741	20	5	487105	-0.91476	0.81984	CCDC183
55684	9	136807922	136841187	44	6	486113	-0.66021	0.74544	RABL6
389813	9	136844415	136847345	2	1	486283	-1.3928	0.91816	C9orf172
29085	9	136848816	136851043	4	2	486567	0.25444	0.39958	PHPT1
158056	9	136852367	136860799	11	6	486360	0.69454	0.24367	MAMDC4
7186	9	136881933	136926621	100	9	486104	0.23751	0.40613	TRAF2
54461	9	136940433	136944774	9	4	483520	0.22069	0.41267	FBXW5
733	9	136944875	136946974	11	3	486515	0.67855	0.24871	C8G
286256	9	136949195	136955498	20	5	486510	1.9349	0.026502	LCN12
101928638	9	136968886	136976820	30	5	486548	1.5731	0.05785	PRR31
5730	9	136977504	136981742	6	2	486472	0.32788	0.3715	PTGDS
401562	9	136982993	136985758	6	2	486472	0.92454	0.1776	LCNL1
9022	9	136994608	136996572	3	2	486567	0.054659	0.47821	CLIC3
20	9	137007234	137028974	41	11	486038	-0.42144	0.66328	ABCA2
401563	9	137027464	137037767	25	6	485813	0.86026	0.19482	C9orf139
2529	9	137030174	137032840	8	3	486496	0.94284	0.17288	FUT7
56654	9	137039457	137046224	11	5	485736	1.0742	0.14137	NPDC1
954	9	137048098	137054069	15	7	485844	-0.15869	0.56304	ENTPD2
89958	9	137062124	137070576	20	5	485596	0.017309	0.49309	SAPCD2
91373	9	137077465	137084538	8	3	485495	2.1211	0.016957	UAP1L1
11253	9	137086862	137109187	41	10	486168	1.6986	0.044698	MAN1B1
29952	9	137110540	137117980	22	8	485479	1.7164	0.043041	DPP7
2902	9	137139112	137168762	41	10	485095	2.7693	0.0028087	GRIN1
389816	9	137168758	137170039	3	2	486567	0.97399	0.16503	LRRC26
100505993	9	137170928	137172046	2	1	485999	0.8236	0.20508	TMEM210
29882	9	137174784	137188605	20	3	486539	2.6893	0.0035798	ANAPC2
8636	9	137188602	137190370	4	1	486425	2.843	0.0022348	SSNA1
286262	9	137191617	137200711	8	2	485829	2.5367	0.0055951	TPRN
94107	9	137204082	137205638	1	1	486567	1.6105	0.05364	TMEM203
27158	9	137205667	137219361	29	7	486160	2.3185	0.010211	NDOR1
727800	9	137220247	137221323	2	1	481996	0.073032	0.47089	RNF208
375791	9	137224635	137226311	3	1	486567	1.3826	0.083395	CYSRT1
643596	9	137227566	137229640	4	2	484424	0.92576	0.17728	RNF224
142680	9	137230116	137236554	12	5	486250	0.71991	0.23579	SLC34A3
10383	9	137241259	137243707	1	1	483897	0.084323	0.4664	TUBB4B
401565	9	137243583	137251193	20	5	483089	-0.21162	0.5838	FAM166A
441476	9	137250840	137253483	6	2	486567	-0.55924	0.712	C9orf173
25920	9	137255307	137273548	45	4	484717	0.36857	0.35622	NELFB
54863	9	137277828	137282641	4	2	486042	-1.4549	0.92715	TOR4A
441478	9	137299631	137302251	5	3	483784	-0.39191	0.65244	NRARP
54932	9	137306894	137423268	266	52	483017	0.0702	0.47202	EXD3
10811	9	137423395	137434406	22	5	485398	1.5336	0.062564	NOXA1
377841	9	137434364	137441662	11	5	481355	0.42656	0.33485	ENTPD8
26012	9	137447570	137459357	10	5	484084	0.87053	0.19201	NSMF
375775	9	137459472	137550895	130	37	485656	1.2775	0.10071	PNPLA7
92715	9	137554899	137578935	31	8	484568	1.3979	0.081069	DPH7
116225	9	137582076	137590485	13	2	485316	1.621	0.052511	ZMYND19
92714	9	137605640	137615360	18	4	486287	1.9292	0.026856	ARRDC1
79813	9	137618992	137836127	448	30	482806	1.453	0.073106	EHMT1
774	9	137877789	138124624	406	33	481243	-0.37523	0.64626	CACNA1B
100132403	9	138215351	138252775	1	1	471522	-1.7268	0.9579	FAM157B
347688	10	46638	76455	36	10	480980	0.11583	0.45389	TUBB8
10771	10	134465	254637	185	20	483590	-0.92589	0.82275	ZMYND11
22982	10	274190	689689	771	47	485723	0.027737	0.48894	DIP2C
105376339	10	665959	666681	1	1	481040	0.37939	0.3522	LOC105376339
23185	10	806914	988323	364	24	487158	-1.034	0.84943	LARP4B
105376341	10	951571	956386	3	1	487007	-0.48356	0.68565	LOC105376341
23560	10	988409	1017768	76	10	487141	-0.38974	0.65164	GTPBP4
91734	10	1018907	1025859	30	8	487360	-0.34713	0.63575	IDI2
102723422	10	1038454	1040858	2	1	487511	0.76949	0.2208	LOC102723422
3422	10	1040023	1056699	32	9	487399	-0.042867	0.5171	IDI1
22884	10	1056836	1132297	201	27	487045	-0.05299	0.52113	WDR37
105	10	1177313	1737498	2025	177	485528	0.55547	0.28929	ADARB2
105376351	10	2422114	2501968	263	18	486897	0.58984	0.27765	LOC105376351
101927824	10	3052510	3069273	84	12	483735	0.56572	0.28579	LOC101927824
5214	10	3067474	3136805	440	59	485970	0.9645	0.1674	PFKP
10531	10	3137727	3172841	135	17	487257	0.48268	0.31466	PITRM1
105376353	10	3243059	3253291	28	12	486543	0.43976	0.33006	LOC105376353
105376501	10	3532040	3556794	63	10	486783	0.47222	0.31838	LOC105376501
1316	10	3775996	3785281	21	9	486318	0.84716	0.19845	KLF6
83592	10	4824560	4854131	241	10	487022	1.6578	0.048675	AKR1E2
1645	10	4963262	4977966	54	8	484856	0.61082	0.27066	AKR1C1
1646	10	4987775	5018033	120	21	485568	-0.031542	0.51258	AKR1C2
8644	10	5048766	5107686	288	34	486504	-0.24562	0.59701	AKR1C3
1109	10	5196809	5220633	111	8	487271	-2.2496	0.98776	AKR1C4
114131	10	5365013	5374206	24	4	487472	0.65593	0.25593	UCN3
79861	10	5393098	5404830	34	5	487087	-0.44823	0.67301	TUBAL3
10276	10	5412551	5459056	76	8	486905	0.41487	0.33912	NET1
51806	10	5498695	5499570	3	1	487511	2.0609	0.019656	CALML5
810	10	5524889	5526268	4	2	485657	0.82275	0.20532	CALML3
79754	10	5638857	5666595	123	33	486939	-0.63489	0.73725	ASB13
54906	10	5684772	5765779	168	21	487037	-0.11266	0.54485	FAM208B
2665	10	5765223	5813549	115	18	486745	0.29842	0.38269	GDI2
54522	10	5861726	5889897	112	14	487032	1.2435	0.10685	ANKRD16
84893	10	5889572	5937595	161	20	487094	0.4643	0.32122	FBXO18
3601	10	5948900	5978634	116	24	487048	-1.1034	0.86508	IL15RA
3559	10	6010694	6062370	198	37	487273	0.92258	0.17811	IL2RA
84991	10	6088986	6117459	73	17	487265	-1.2868	0.90091	RBM17
5209	10	6144880	6235545	329	80	485398	1.0766	0.14083	PFKFB3
5588	10	6393595	6580646	501	62	485679	2.046	0.020377	PRKCQ
57713	10	7158624	7411486	840	63	484085	0.076847	0.46937	SFMBT2
80760	10	7559270	7666998	398	57	483335	0.16057	0.43622	ITIH5
3698	10	7703273	7749520	162	24	487152	0.62337	0.26652	ITIH2
22944	10	7750962	7788027	102	17	486922	-1.6164	0.94699	KIN
509	10	7788130	7807801	43	6	486444	-1.16	0.87697	ATP5C1
83860	10	7818477	8016631	534	33	487037	-1.4799	0.93055	TAF3
2625	10	8045428	8075201	98	15	486423	0.94667	0.1719	GATA3
105376502	10	8046827	8050862	14	3	487511	0.39938	0.34481	LOC105376502
10659	10	11004641	11336675	1004	96	486895	2.5149	0.0059529	CELF2
9712	10	11460510	11611789	297	24	486875	4.8187	7.2248e-07	USP6NL
79746	10	11742357	11764070	70	9	486897	-0.12764	0.55078	ECHDC3
254427	10	11823349	11872277	122	20	486886	1.0937	0.13703	PROSER2
26019	10	11920022	12043172	342	19	487097	0.61278	0.27001	UPF2
55526	10	12068917	12123228	142	16	486594	0.12025	0.45214	DHTKD1
55176	10	12129641	12169958	112	9	487007	0.24707	0.40243	SEC61A2
11164	10	12165330	12196144	55	14	487084	0.14021	0.44425	NUDT5
8872	10	12195962	12250590	115	17	487173	-0.82641	0.79571	CDC123
57118	10	12349517	12835545	1633	164	486746	1.2902	0.098486	CAMK1D
83643	10	12896625	13099773	790	81	486560	1.463	0.071731	CCDC3
10133	10	13100075	13138291	93	19	486231	1.7132	0.043334	OPTN
55388	10	13161554	13211104	159	32	486740	-0.88152	0.81098	MCM10
221044	10	13221766	13234328	52	11	486787	1.3634	0.08637	UCMA
5264	10	13277796	13300138	80	12	486828	0.54371	0.29332	PHYH
22929	10	13317428	13348298	94	11	487007	-0.24486	0.59672	SEPHS1
222389	10	13438484	13528597	242	24	487177	-0.57681	0.71797	BEND7
8559	10	13586939	13630868	96	16	486929	-0.37707	0.64694	PRPF18
55691	10	13643706	14330867	2437	198	486509	0.47928	0.31587	FRMD4A
83641	10	14518557	14774897	862	90	487000	1.1973	0.1156	FAM107B
441549	10	14819245	14838098	27	8	486990	-0.96686	0.83319	CDNF
51182	10	14838160	14871741	39	9	487034	0.23304	0.40786	HSPA14
79723	10	14878783	14904315	38	14	486388	0.12657	0.44964	SUV39H2
64421	10	14904611	14954432	101	24	486912	-0.7336	0.7684	DCLRE1C
644890	10	14954228	14972857	84	7	486760	0.20226	0.41986	MEIG1
105376432	10	15016256	15073080	219	29	486747	0.031319	0.48751	LOC105376432
55301	10	15043896	15073852	81	17	487180	-0.099535	0.53964	OLAH
414149	10	15075475	15088776	60	14	487274	-0.32926	0.62902	ACBD7
221060	10	15095385	15097319	5	2	487209	-0.15693	0.56235	C10orf111
10557	10	15097180	15104257	21	6	487367	0.12206	0.45142	RPP38
9397	10	15105700	15168705	200	29	486907	-0.21567	0.58538	NMT2
221061	10	15211643	15371059	478	51	487070	0.31539	0.37623	FAM171A1
8516	10	15513949	15720335	532	43	485590	0.65578	0.25598	ITGA8
80013	10	15778169	15860520	86	15	486587	0.87413	0.19102	FAM188A
9317	10	16436943	16513745	238	22	487150	1.2571	0.10436	PTER
389941	10	16513743	16522005	32	8	486496	-0.44165	0.67063	C1QL3
6251	10	16590616	16817454	663	72	486978	-0.68931	0.75469	RSU1
8029	10	16823966	17130249	1019	77	487021	-0.62615	0.73439	CUBN
1787	10	17137802	17202071	214	13	481970	0.42144	0.33672	TRDMT1
7431	10	17227935	17237593	15	6	486461	0.32731	0.37172	VIM
338596	10	17315414	17455510	615	34	486965	2.1669	0.015121	ST8SIA6
9200	10	17589959	17617390	83	16	486742	0.98658	0.16192	HACD1
8027	10	17644125	17716824	277	17	487329	1.8856	0.029677	STAM
653567	10	17752210	17800887	41	12	356561	0.92102	0.17852	TMEM236
4360	10	17809343	17911162	77	28	307889	0.83489	0.20189	MRC1
221074	10	17951839	18043292	339	41	486719	0.8587	0.19525	SLC39A12
783	10	18140677	18541759	1321	107	486808	0.85825	0.19538	CACNB2
221078	10	18545207	18659309	350	18	486763	-0.88789	0.8127	NSUN6
221079	10	18659335	18681639	55	10	487442	-0.49871	0.69101	ARL5B
340895	10	19046931	19734478	2409	103	486547	-2.1352	0.98363	MALRD1
84898	10	19816227	20289856	1667	90	486897	-0.01014	0.50405	PLXDC2
10529	10	20779971	21174187	835	56	486499	0.52667	0.29921	NEBL
387638	10	21125763	21146559	20	6	487313	-0.53836	0.70484	C10orf113
399726	10	21494492	21497284	6	3	487007	0.37585	0.35351	CASC10
387640	10	21510754	21527188	11	4	487030	-1.0505	0.85326	SKIDA1
8028	10	21533823	21743633	155	28	486897	0.49741	0.30945	MLLT10
64215	10	21756548	22003768	346	25	486587	-0.019943	0.50796	DNAJC1
340900	10	22208814	22209983	4	2	487227	-0.26123	0.60304	EBLN1
105376446	10	22225994	22246083	25	7	487269	-0.72397	0.76546	LOC105376446
100532731	10	22316383	22331485	4	2	485368	-0.71159	0.76164	COMMD3-BMI1
648	10	22321210	22331485	2	1	487511	0.25825	0.39811	BMI1
9576	10	22345416	22417610	67	7	486423	0.087147	0.46528	SPAG6
5305	10	22534837	22714574	488	32	487116	1.5789	0.057178	PIP4K2A
219681	10	22928024	23038523	225	25	487023	0.69588	0.24325	ARMC3
22921	10	23095498	23122013	52	10	486297	0.36103	0.35904	MSRB2
256297	10	23192531	23194252	3	1	487511	1.6048	0.054273	PTF1A
256815	10	23202851	23345216	236	22	486940	0.74131	0.22925	C10orf67
220213	10	23439269	23442381	2	1	486471	0.078498	0.46872	OTUD1
56243	10	23694746	24547848	2094	146	486459	-0.20233	0.58017	KIAA1217
57584	10	24583609	24723668	168	18	486762	0.18859	0.42521	ARHGAP21
56952	10	24812957	24953751	402	44	487099	1.8158	0.034697	PRTFDC1
219670	10	24981979	25062279	161	14	486862	0.21876	0.41342	ENKUR
79896	10	25016579	25026664	25	5	487171	0.52088	0.30123	THNSL1
57512	10	25174737	25602233	1411	56	486567	-1.4578	0.92756	GPR158
53904	10	25934073	26212536	1090	22	486184	-0.1751	0.5695	MYO3A
2572	10	26216307	26304562	184	12	487062	-0.36184	0.64126	GAD2
54518	10	26438203	26567879	372	45	486954	-0.34206	0.63385	APBB1IP
23590	10	26697424	26748564	134	18	487163	-0.62928	0.73542	PDSS1
10006	10	26746596	26861087	302	19	487213	-0.94376	0.82735	ABI1
22852	10	26966584	27100498	370	21	487006	0.75013	0.22659	ANKRD26
10730	10	27110111	27155278	134	13	487292	0.16522	0.43439	YME1L1
84930	10	27154824	27186920	101	11	486794	1.1012	0.13541	MASTL
91452	10	27195214	27242139	245	16	487151	0.61403	0.2696	ACBD5
101060171	10	27280762	27329145	168	10	484407	0.27657	0.39106	ARMC4P1
374308	10	27398188	27414368	92	10	486826	0.64472	0.25955	PTCHD3
22931	10	27504174	27542237	38	8	487151	-0.87973	0.8105	RAB18
283078	10	27672874	27745849	151	17	486671	1.3993	0.080858	MKX
55130	10	27812164	27999067	389	23	486723	-0.11928	0.54747	ARMC4
143098	10	28050993	28303061	806	36	487077	-0.62242	0.73317	MPP7
51322	10	28532588	28623112	142	15	487135	2.181	0.014593	WAC
25805	10	28677495	28682939	9	4	486390	0.53921	0.29487	BAMBI
283080	10	28846408	28881898	142	14	486950	1.0019	0.15818	C10orf126
84569	10	29289051	29318328	170	23	487059	1.9354	0.026468	LYZL1
6840	10	29457338	29736935	975	82	487012	-0.44783	0.67286	SVIL
57608	10	30012800	30115486	200	36	486932	2.3843	0.0085566	KIAA1462
101929256	10	30049323	30111844	108	21	486873	1.9128	0.027885	LOC101929256
55149	10	30309801	30349338	69	10	486789	1.0798	0.14011	MTPAP
1326	10	30434003	30461833	51	7	486799	1.1778	0.11945	MAP3K8
119180	10	30606232	30629762	133	16	485942	0.93041	0.17608	LYZL2
220929	10	30844634	31032407	458	23	486046	0.81723	0.2069	ZNF438
6935	10	31318783	31529814	256	12	484913	0.86119	0.19457	ZEB1
100505502	10	31362778	31364077	1	1	487511	0.68143	0.2478	LOC100505502
94134	10	31805398	31928876	183	15	486717	-0.043979	0.51754	ARHGAP12
3799	10	32009010	32056443	80	9	487333	-0.14366	0.55711	KIF5B
80314	10	32267716	32378798	224	18	487098	1.8202	0.034365	EPC1
79741	10	32446082	32882864	1351	27	486529	-0.48957	0.68778	CCDC7
3688	10	32900318	32958365	136	20	486904	-0.29026	0.61419	ITGB1
8829	10	33177491	33334905	503	46	486347	1.2653	0.10287	NRP1
56288	10	34109560	34815325	1379	62	487110	1.2817	0.099976	PARD3
8453	10	35008551	35126899	235	10	487164	1.3766	0.084319	CUL2
1390	10	35126841	35212958	158	8	486955	1.3017	0.096505	CREM
219771	10	35246981	35572670	406	22	486864	0.93038	0.17609	CCNY
219770	10	35605410	35608935	13	4	484277	-1.2542	0.89512	GJD4
8325	10	35638249	35641434	2	1	487511	-0.51448	0.69654	FZD8
91074	10	37125742	37235831	150	25	485886	-0.99517	0.84017	ANKRD30A
100288485	10	37601438	37602931	7	2	487133	0.41062	0.34068	MTRNR2L7
57209	10	37744363	37860851	335	14	486324	0.20808	0.41758	ZNF248
219749	10	37949572	37976980	63	10	487013	-0.021572	0.50861	ZNF25
7581	10	38010483	38060067	112	14	486643	-0.0035219	0.50141	ZNF33A
7587	10	38094336	38123352	95	7	486164	-0.20736	0.58214	ZNF37A
101929373	10	42242499	42277067	23	6	483077	1.2735	0.10142	LOC101929373
7582	10	42589107	42638836	92	10	487342	1.024	0.15293	ZNF33B
9790	10	42782506	42834937	139	14	486784	0.22442	0.41122	BMS1
5979	10	43077027	43130351	176	20	486972	0.28635	0.3873	RET
55454	10	43138445	43185308	94	13	487256	-0.61154	0.72958	CSGALNACT2
221002	10	43194533	43266919	210	26	487105	-0.41859	0.66224	RASGEF1A
53828	10	43371644	43376335	9	3	487448	-1.2595	0.89608	FXYD4
3185	10	43385617	43409248	58	12	487256	-1.2021	0.88534	HNRNPF
8187	10	43556344	43574618	36	4	487131	-0.46105	0.67762	ZNF239
220992	10	43606407	43617904	41	9	487322	0.87874	0.18977	ZNF485
7580	10	43643859	43648878	12	3	487369	0.38189	0.35127	ZNF32
105378276	10	43912405	43914496	4	2	487511	-1.8713	0.96935	LOC105378276
100130539	10	44292750	44294649	3	1	487511	-0.00034743	0.50014	C10orf142
6387	10	44370153	44385097	50	10	487469	-1.5077	0.93418	CXCL12
643236	10	44911308	44937010	62	9	487468	0.79767	0.21253	TMEM72
83937	10	44959750	44994724	80	15	487198	-0.16204	0.56436	RASSF4
11067	10	44976261	44978882	5	2	487209	-0.97387	0.83494	C10orf10
220979	10	44993932	45000910	8	3	487251	0.26857	0.39413	C10orf25
7570	10	45000825	45005329	12	4	487464	-0.18904	0.57497	ZNF22
105378283	10	45180356	45194262	31	3	487027	1.5219	0.064013	LOC105378283
79290	10	45302294	45315608	32	2	487101	-1.3623	0.91344	OR13A1
240	10	45374176	45446121	201	26	486558	-0.86143	0.8055	ALOX5
220972	10	45454585	45594906	398	12	486936	-0.94523	0.82773	MARCH8
93550	10	45614567	45672962	157	9	487036	0.45421	0.32484	ZFAND4
253725	10	45727200	45792964	40	6	481539	0.80628	0.21004	FAM21C
119016	10	45825592	45853877	2	1	478937	-0.82428	0.79511	AGAP4
100287932	10	45972453	46003742	8	3	434642	1.7029	0.044292	TIMM23
8031	10	46005088	46030714	23	6	486933	2.3335	0.0098112	NCOA4
4477	10	46033305	46046269	30	5	487004	1.8049	0.035545	MSMB
105378577	10	46283257	46285118	6	2	486082	-0.014802	0.5059	LOC105378577
195977	10	46286997	46330419	78	15	486963	0.3333	0.36946	ANTXRL
728113	10	46375590	46391784	1	1	477993	3.4021	0.0003343	ANXA8L1
83849	10	46578434	46595194	1	1	477993	1.4632	0.0717	SYT15
26095	10	46911413	47031830	22	7	337759	1.9769	0.024025	PTPN20
2662	10	47300224	47313583	32	9	484543	0.67939	0.24845	GDF10
2658	10	47322490	47327594	10	5	482388	1.0172	0.15453	GDF2
5949	10	47348371	47357875	11	5	485857	1.4721	0.070499	RBP3
118738	10	47365496	47384333	27	9	487033	0.67588	0.24956	ZNF488
653145	10	47467993	47993768	4	2	480609	0.23869	0.40567	ANXA8
644054	10	47995322	47999791	4	2	478701	-0.03958	0.51579	FAM25C
143162	10	48150001	48274898	152	17	486954	0.43924	0.33025	FRMPD2
5599	10	48306639	48439360	240	24	486929	1.2446	0.10663	MAPK8
58504	10	48430318	48656265	702	62	486538	-0.056446	0.52251	ARHGAP22
57705	10	48684830	48982956	862	75	487167	0.45621	0.32412	WDFY4
474354	10	48883696	48940126	198	30	487004	-0.80501	0.78959	LRRC18
196740	10	49014245	49129144	360	20	486813	1.6307	0.051473	VSTM4
170370	10	49131154	49134020	10	3	487360	1.9525	0.025441	FAM170B
170371	10	49154724	49188585	118	24	487204	1.2718	0.10172	C10orf128
118461	10	49297056	49327492	82	15	487371	0.12006	0.45222	C10orf71
644168	10	49364066	49396016	57	6	487228	2.2941	0.010893	DRGX
2074	10	49454480	49539123	159	21	487164	1.0253	0.15262	ERCC6
267004	10	49515105	49524281	20	8	487028	0.84307	0.1996	PGBD3
101243544	10	49515105	49539538	64	15	487165	1.0138	0.15534	ERCC6-PGBD3
1103	10	49609095	49665104	140	29	486753	0.59037	0.27747	CHAT
6572	10	49610301	49612720	5	3	483344	-0.62246	0.73318	SLC18A3
282966	10	49679638	49708910	84	9	487133	0.94299	0.17284	C10orf53
55753	10	49734641	49762379	73	11	487055	1.1226	0.1308	OGDHL
8505	10	49818275	49942027	103	13	484641	1.7124	0.043412	PARG
100652748	10	49942033	49988839	36	11	472371	1.4901	0.068095	TIMM23B
414189	10	49973060	50010499	36	11	482421	1.5069	0.065918	AGAP6
387680	10	50067888	50133509	34	6	445960	-0.79438	0.78651	FAM21A
56624	10	50182778	50251577	79	11	421000	-0.08872	0.53535	ASAH2
259230	10	50305585	50623977	713	37	487057	-0.25683	0.60135	SGMS1
653308	10	50739899	50757188	25	4	482804	0.0097219	0.49612	ASAH2B
29974	10	50799409	50885675	105	20	487112	0.24816	0.40201	A1CF
5592	10	50991151	52298350	3745	215	486960	-0.30872	0.62123	PRKG1
23283	10	51695486	51699595	10	2	487511	0.91284	0.18066	CSTF2T
22943	10	52314281	52317657	7	2	487511	-1.7253	0.95777	DKK1
4153	10	52765380	52772841	34	8	487136	-0.48368	0.68569	MBL2
65217	10	53802771	54801291	3462	113	486764	1.9855	0.023544	PCDH15
100463289	10	55598990	55600728	7	3	487079	-0.83899	0.79926	MTRNR2L5
11130	10	56357438	56361302	6	3	487259	0.62481	0.26605	ZWINT
253430	10	58191517	58267937	255	8	486854	3.7964	7.3413e-05	IPMK
55847	10	58269102	58289259	52	5	486984	3.811	6.9206e-05	CISD1
7321	10	58334979	58370753	57	12	487171	0.46186	0.32209	UBE2D1
